	积分流强A*h	  流强mA	  寿命h 	压强pa  	流强*寿命	压强/流强
	657.247958	113.4952966	8.286873923	4.86E-08	940.5212138	4.29E-10
	658.5357693	106.1698568	8.958051511	4.44E-08	951.0750461	4.18E-10
	661.5483009	101.5465468	10.07130493	4.37E-08	1022.706237	4.30E-10
	663.0452162	124.4905876	8.58216045	4.77E-08	1068.398197	3.83E-10
	667.4144146	104.9148524	10.69983191	4.40E-08	1122.571285	4.20E-10
	670.4397367	106.8083044	9.764869548	4.40E-08	1042.969159	4.12E-10
	672.2296686	119.3430692	10.16186916	4.45E-08	1212.748654	3.73E-10
	675.0884731	110.442794	11.06832506	4.52E-08	1222.416744	4.09E-10
	676.2170464	150.0751116	6.97874575	4.99E-08	1047.336047	3.33E-10
	680.5493691	115.1567146	9.918765542	4.37E-08	1142.212453	3.80E-10
	682.146888	76.4977774	13.00853246	3.86E-08	995.1238207	5.04E-10
	686.4318003	93.6972214	12.57012333	4.10E-08	1177.785629	4.37E-10
	688.3550511	155.3071864	7.575005412	4.90E-08	1176.452777	3.16E-10
	691.1991393	154.4228388	7.839181351	4.98E-08	1210.548638	3.22E-10
	694.2085809	145.4120588	8.281575554	4.74E-08	1204.240951	3.26E-10
	695.8908656	107.987329	9.235778688	4.34E-08	997.3470717	4.02E-10
	698.5749015	133.1170382	7.813015564	5.65E-08	1040.045491	4.25E-10
	700.2462613	95.977793	12.7943618	3.96E-08	1227.974609	4.12E-10
	702.9360367	120.8171994	9.840517502	4.33E-08	1188.903765	3.58E-10
	704.4634453	119.4302568	9.608623151	4.94E-08	1147.56033	4.13E-10
	707.5036735	99.8807952	11.62900158	3.89E-08	1161.513925	3.89E-10
	708.7649766	106.1465	11.32124654	4.05E-08	1201.710696	3.82E-10
	711.5776912	114.842258	10.46989385	4.12E-08	1202.386251	3.59E-10
	714.4510664	129.9754	9.153956469	4.10E-08	1189.789154	3.15E-10
	717.9718274	145.2938688	7.884947059	4.52E-08	1145.634463	3.11E-10
	719.407523	132.2994742	8.306081916	4.79E-08	1098.89027	3.62E-10
	722.8413839	121.6890138	9.452385219	4.17E-08	1150.251435	3.43E-10
	723.6849696	148.602714	7.799928812	4.74E-08	1159.09059	3.19E-10
	726.6313502	149.2728026	7.907378369	4.66E-08	1180.35653	3.12E-10
	727.8048533	142.680637	8.120884532	4.72E-08	1158.692978	3.31E-10
	732.3346544	147.099718	7.938792501	4.81E-08	1167.794138	3.27E-10
	736.6998558	110.487476	10.73594779	3.69E-08	1186.187773	3.34E-10
	739.5854433	116.6417832	9.970301223	3.92E-08	1162.953714	3.36E-10
	745.9664258	140.1021704	8.316297907	4.17E-08	1165.131386	2.98E-10
	749.0759418	108.2085096	11.66015308	3.66E-08	1261.727786	3.38E-10
	752.6162377	149.0882088	7.894038252	4.13E-08	1176.908023	2.77E-10
	754.3904756	164.727576	7.920320334	4.09E-08	1304.69517	2.48E-10
	757.719473	133.2210406	12.59560468	4.01E-08	1677.999563	3.01E-10
	761.3358422	118.1531262	12.95023132	3.83E-08	1530.110315	3.24E-10
	762.9551473	127.388674	12.01729697	3.91E-08	1530.867525	3.07E-10
	765.9029656	136.4070982	11.34151614	4.25E-08	1547.063306	3.11E-10
	768.649668	107.6945996	14.08007688	3.77E-08	1516.348242	3.50E-10
	771.2493768	149.2213934	10.41971868	4.63E-08	1554.84494	3.11E-10
	772.7373196	133.9925358	10.87664943	4.11E-08	1457.389838	3.06E-10
	775.8442594	126.113461	11.84549803	3.98E-08	1493.876754	3.16E-10
	777.366957	151.2873838	9.570898729	4.48E-08	1447.956229	2.96E-10
	781.139758	125.2396208	12.59706885	4.08E-08	1577.652126	3.25E-10
	783.7385342	105.5971036	14.72731244	3.54E-08	1555.161538	3.36E-10
	786.6979985	129.609589	12.16752235	3.91E-08	1577.027571	3.02E-10
	788.0711482	119.7214108	13.42133939	3.75E-08	1606.821686	3.13E-10
	791.2623398	119.556247	13.58798547	4.09E-08	1624.528547	3.42E-10
	792.9806747	145.0387114	10.48354677	4.23E-08	1520.520114	2.91E-10
	801.4903968	129.2231638	13.4885304	4.41E-08	1743.030573	3.41E-10
	802.8123299	134.4481138	13.02938035	4.03E-08	1751.775613	3.00E-10
	806.0603878	131.5313396	13.4843521	4.08E-08	1773.614895	3.11E-10
	807.9867054	114.9824306	14.85020468	3.81E-08	1707.512629	3.32E-10
	814.1377775	122.931229	13.5038793	3.93E-08	1660.048479	3.19E-10
	815.6573069	112.5578588	14.35710934	3.68E-08	1616.005485	3.27E-10
	818.7513954	102.7388358	15.85393667	3.51E-08	1628.814996	3.42E-10
	827.6496942	104.7913448	15.82962923	3.48E-08	1658.808134	3.32E-10
	830.611899	111.3920814	14.55528765	3.59E-08	1621.343786	3.22E-10
	832.7098311	111.9457324	14.27415058	3.48E-08	1597.930241	3.11E-10
	837.1023973	112.9289588	14.48790897	3.60E-08	1636.104475	3.19E-10
	838.867389	116.5186432	14.60467144	3.69E-08	1701.7165	3.17E-10
	841.7997179	130.7499658	12.77828502	4.11E-08	1670.760329	3.14E-10
	843.4199998	122.9458536	14.08914591	3.78E-08	1732.20207	3.07E-10
	846.5535704	143.2589576	12.17018057	4.01E-08	1743.487383	2.80E-10
	847.8489328	140.8937674	12.34495859	3.96E-08	1739.327724	2.81E-10
	851.2172654	125.671863	13.48387322	3.75E-08	1694.543467	2.98E-10
	852.9996289	129.3536474	13.16436381	3.85E-08	1702.858475	2.98E-10
	856.1252378	135.5705792	12.55934126	4.20E-08	1702.677169	3.10E-10
	857.4182551	134.4267494	12.75217532	3.91E-08	1714.233476	2.91E-10
	860.6068969	137.848592	12.01659834	4.01E-08	1656.471162	2.91E-10
	862.3584814	141.6992902	11.74315275	4.29E-08	1663.996409	3.03E-10
	865.9208253	121.8572504	13.94776359	3.71E-08	1699.63612	3.04E-10
	867.3720566	128.1676434	13.0339258	3.83E-08	1670.527554	2.99E-10
	870.7453545	114.3575928	15.05585734	3.61E-08	1721.751603	3.15E-10
	873.8373418	105.7738678	14.61762159	3.46E-08	1546.162374	3.27E-10
	877.6126085	160.9855658	11.8863561	4.22E-08	1913.531763	2.62E-10
	879.3325927	126.4813758	14.54713635	4.00E-08	1839.94182	3.16E-10
	885.7453386	123.0776444	15.03887896	3.67E-08	1850.949796	2.98E-10
	887.0191965	173.8700314	10.44950025	4.15E-08	1816.854936	2.39E-10
	890.5005818	146.4166362	12.25644194	4.16E-08	1794.547001	2.84E-10
	891.9768225	134.5935606	13.31754617	3.81E-08	1792.455957	2.83E-10
	898.4209505	126.147185	14.1578566	3.68E-08	1785.973755	2.92E-10
	901.3287339	144.4796736	12.09379727	4.05E-08	1747.307882	2.80E-10
	904.6925434	136.1814598	13.33896071	3.80E-08	1816.519142	2.79E-10
	
	907.2793202	42.8588094	2.372903289	9.80E-08	101.6998098	2.29E-09 第四阶段 20150901-20160122
	907.5884691	35.8613938	5.329556334	5.87E-08	191.1253185	1.64E-09
	907.8372562	37.0156158	5.541656539	5.41E-08	205.1278293	1.46E-09
	909.0525406	52.6918846	6.713770949	5.53E-08	353.7612441	1.05E-09
	909.1434862	103.1048042	3.366135635	9.43E-08	347.0647556	9.15E-10
	911.1008487	69.0004048	7.055795862	6.37E-08	486.8527707	9.23E-10
	911.5569521	73.8068602	7.379424309	5.80E-08	544.6521383	7.86E-10
	913.8902577	144.3414666	3.761704679	8.89E-08	542.9699702	6.16E-10
	914.5135302	126.1602582	4.377254917	7.30E-08	552.2356106	5.79E-10
	917.4372023	192.0618118	4.931588746	8.72E-08	947.1698695	4.54E-10
	918.2675411	142.5626124	4.541470313	6.88E-08	647.443872	4.82E-10
	921.8161077	148.2653488	4.468661422	6.68E-08	662.5476444	4.51E-10
	922.8244767	142.6610086	7.108214566	5.99E-08	1014.065059	4.20E-10
	927.2900459	191.9674194	6.16215981	6.03E-08	1182.933917	3.14E-10
	929.4880682	123.4725026	9.437115109	4.60E-08	1165.22422	3.73E-10
	931.3007639	133.2492444	9.12464578	4.66E-08	1215.852156	3.50E-10
	932.9187301	145.541324	8.634189922	4.87E-08	1256.631433	3.35E-10
	935.8368375	151.2384564	8.755927444	5.09E-08	1324.232951	3.37E-10
	937.5667909	230.461536	6.215232248	6.29E-08	1432.37197	2.73E-10
	939.9923856	163.68521	8.361225192	5.27E-08	1368.608901	3.22E-10
	942.0442523	185.6242012	7.558740378	5.66E-08	1403.085145	3.05E-10
	944.2056257	161.8619488	8.739141112	5.05E-08	1414.534411	3.12E-10
	946.4949038	156.1359702	9.38440939	4.93E-08	1465.243865	3.16E-10
	948.3968126	136.5306674	10.20561222	4.43E-08	1393.379048	3.25E-10
	950.5031939	132.8369122	10.36945262	4.42E-08	1377.446067	3.32E-10
	952.1234553	183.4857324	8.230779615	5.28E-08	1510.230626	2.88E-10
	954.4748792	183.7005756	8.291197372	5.19E-08	1523.09773	2.82E-10
	957.7628227	149.5953978	10.03156826	4.49E-08	1500.676444	3.00E-10
	960.0906673	147.2921086	10.31344329	4.57E-08	1519.088809	3.10E-10
	961.9598902	162.615994	8.673989819	4.74E-08	1410.529476	2.92E-10
	970.1673566	214.281606	7.741940219	5.92E-08	1658.955384	2.76E-10
	973.034067	173.6515364	9.22489627	4.65E-08	1601.91741	2.68E-10
	975.281641	168.4919646	9.298072051	4.45E-08	1566.650427	2.64E-10
	977.4652207	182.9504036	8.18922429	5.52E-08	1498.221889	3.02E-10
	979.5566861	191.9529788	8.049188562	4.90E-08	1545.065721	2.56E-10
	981.5372706	247.373216	6.812712276	5.52E-08	1685.282545	2.23E-10
	984.1086089	151.0211968	9.348629879	4.19E-08	1411.841273	2.78E-10
	986.1775559	193.4257664	8.693283256	4.71E-08	1681.504976	2.44E-10
	988.4249979	164.5865576	9.581754022	4.30E-08	1577.02791	2.61E-10
	990.4077473	207.71038	8.291184348	4.87E-08	1722.165052	2.34E-10
	992.9003908	167.2344062	10.20676949	4.32E-08	1706.923035	2.59E-10
	995.3627708	155.4605046	10.53993273	4.42E-08	1638.543261	2.85E-10
	997.4545361	184.1104128	9.239474902	4.55E-08	1701.083538	2.47E-10
	999.5600917	174.4662502	9.615136956	4.52E-08	1677.51689	2.59E-10
	1001.955379	180.3518118	9.845998854	4.58E-08	1775.743732	2.54E-10
	1004.197198	175.9801288	9.630670093	4.50E-08	1694.806563	2.56E-10
	1006.899982	184.8082712	9.697134927	4.34E-08	1792.110741	2.35E-10
	1009.683162	184.228297	10.62295146	4.29E-08	1957.048257	2.33E-10
	1012.156426	155.5844732	11.76391759	4.04E-08	1830.28292	2.59E-10
	1014.639691	230.041958	9.38813619	5.12E-08	2159.665231	2.23E-10
	1016.819176	160.2310892	10.85405376	4.31E-08	1739.156856	2.69E-10
	1019.180289	196.7900172	10.98174595	4.80E-08	2161.097975	2.44E-10
	1022.254461	216.710628	9.937690166	4.97E-08	2153.603077	2.29E-10
	1024.878786	210.521664	9.748243227	4.84E-08	2052.216385	2.30E-10
	1027.371255	207.946926	9.67411954	4.89E-08	2011.70342	2.35E-10
	1030.767575	239.415466	8.859765909	5.66E-08	2121.164984	2.36E-10
	1033.637882	191.7787058	10.66271572	4.60E-08	2044.881822	2.40E-10
	1036.092771	192.0647728	11.04072292	4.88E-08	2120.533939	2.54E-10
	1038.165624	265.56341	7.322778797	5.64E-08	1944.662108	2.12E-10
	1041.53817	187.0250486	10.67984367	4.54E-08	1997.398282	2.43E-10
	1043.155091	263.841156	7.366855621	5.58E-08	1943.679703	2.12E-10
	1046.243846	231.388336	9.678909576	5.22E-08	2239.586781	2.26E-10
	1049.420836	181.4211336	11.53345928	4.31E-08	2092.413257	2.38E-10
	1051.468375	208.70313	10.67437693	4.74E-08	2227.775877	2.27E-10
	1054.035841	244.06406	9.133963859	5.70E-08	2229.272303	2.33E-10
	1056.794728	222.14576	10.13889238	5.00E-08	2252.311953	2.25E-10
	1059.490244	232.982262	9.763873206	5.18E-08	2274.809265	2.23E-10
	1062.004553	197.0600732	11.11375277	4.61E-08	2190.076934	2.34E-10
	1064.768964	214.45048	10.4504158	4.81E-08	2241.096684	2.24E-10
	1066.79301	235.20697	9.337943477	4.96E-08	2196.349391	2.11E-10
	1069.6934	179.0871094	12.07457584	4.36E-08	2162.400884	2.43E-10
	1071.576518	203.394418	11.06508501	4.56E-08	2250.576526	2.24E-10
	1074.325511	178.5586222	12.15955723	4.56E-08	2171.193785	2.55E-10
	1076.361318	196.5119512	11.10812032	4.57E-08	2182.878398	2.33E-10
	1079.379216	210.844958	9.5859425	4.56E-08	2021.147644	2.16E-10
	1081.463413	197.0766742	9.827135308	4.39E-08	1936.699143	2.23E-10
	1083.824403	182.4066702	11.49425785	4.25E-08	2096.629302	2.33E-10
	1086.274817	180.4102712	11.62661335	4.40E-08	2097.560468	2.44E-10
	1088.440955	186.508018	11.22089177	4.36E-08	2092.786284	2.34E-10
	1091.608896	187.4836114	11.43429058	4.39E-08	2143.742091	2.34E-10
	1093.651252	211.683902	10.38948766	4.68E-08	2199.287287	2.21E-10
	1095.99541	198.42741	10.86076671	4.54E-08	2155.073808	2.29E-10
	1098.357819	225.96026	9.442124014	4.80E-08	2133.544797	2.12E-10
	1100.385473	233.585082	8.928082554	5.12E-08	2085.466895	2.19E-10
	1103.326631	200.650278	10.00884403	4.79E-08	2008.277338	2.39E-10
	1107.497724	199.407307	10.85912501	4.58E-08	2165.388875	2.30E-10
	1110.050672	182.778565	11.64004082	4.36E-08	2127.549958	2.39E-10
	1112.531687	208.841082	10.50903688	4.94E-08	2194.718633	2.37E-10
	1114.946603	195.8260136	10.66345842	4.66E-08	2088.182553	2.38E-10
	1120.29717	162.8540074	12.25717266	3.95E-08	1996.129687	2.43E-10
	1122.122647	162.6269282	11.92410708	3.98E-08	1939.180906	2.44E-10
	1124.83925	199.227088	10.59947069	4.48E-08	2111.70168	2.25E-10
	1127.268905	310.13694	7.131908996	6.05E-08	2211.868432	1.95E-10
	1133.068846	277.151588	7.056447586	5.25E-08	1955.705654	1.89E-10
	1138.47756	298.056796	6.983395457	5.31E-08	2081.448475	1.78E-10
	1142.61867	300.46486	7.349539835	5.25E-08	2208.278458	1.75E-10
	1146.159817	180.6872612	12.01274144	4.35E-08	2170.54935	2.41E-10
	1149.012804	179.683799	12.16170548	4.57E-08	2185.261443	2.54E-10
	1151.189532	195.0978658	11.1927366	4.54E-08	2183.679024	2.33E-10
	1153.699815	207.738086	10.59596742	5.06E-08	2201.185992	2.44E-10
	1156.365022	211.862564	10.21455611	5.15E-08	2164.082048	2.43E-10
	1159.152864	196.9709956	11.02366873	4.53E-08	2171.343005	2.30E-10
	1161.41417	191.6486912	12.24787438	4.39E-08	2347.289095	2.29E-10
	1164.071669	235.092382	10.07767229	5.05E-08	2369.183984	2.15E-10
	1166.52347	194.9207556	11.85181971	4.40E-08	2310.165654	2.25E-10
	1169.420181	190.3261546	11.77959527	4.42E-08	2241.965071	2.32E-10
	1171.810694	154.5061534	13.53927349	3.93E-08	2091.901066	2.54E-10
	1174.081585	214.299264	10.65827181	4.65E-08	2284.059804	2.17E-10
	1176.881323	197.3847942	11.63078874	4.46E-08	2295.740841	2.26E-10
	1179.470467	211.92705	10.95248953	4.63E-08	2321.128797	2.18E-10
	1182.179993	198.1510638	11.56265432	4.42E-08	2291.152254	2.23E-10
	1184.676126	176.9887902	12.59294767	4.30E-08	2228.810573	2.43E-10
	1187.255579	200.358386	11.47041075	4.37E-08	2298.192984	2.18E-10
	1189.785441	218.813752	10.90107114	4.58E-08	2385.304278	2.09E-10
	1193.301242	224.717138	10.27602695	4.67E-08	2309.199367	2.08E-10
	1196.876238	229.929086	9.517223592	5.19E-08	2188.286522	2.26E-10
	1202.395995	226.729272	10.07732257	4.85E-08	2284.824011	2.14E-10
	1204.973326	213.783408	11.60516503	4.97E-08	2480.99173	2.32E-10
	1207.651453	201.780582	11.97730547	4.63E-08	2416.787668	2.30E-10
	1210.241937	210.366966	11.29949289	5.04E-08	2377.040036	2.39E-10
	1213.021021	192.4951848	12.21657883	4.50E-08	2351.632599	2.34E-10
	1215.628984	211.778258	11.4137854	5.09E-08	2417.191589	2.40E-10
	1218.23738	211.28187	11.82450371	4.72E-08	2498.303257	2.23E-10
	1220.971874	229.01264	10.8647081	5.25E-08	2488.155484	2.29E-10
	1223.804474	214.798152	11.13603573	4.64E-08	2391.999896	2.16E-10
	1229.059592	225.46197	10.89526972	4.80E-08	2456.468975	2.13E-10
	1231.482057	239.741484	10.58906078	5.44E-08	2538.637145	2.27E-10
	1234.602914	223.9927	10.36999842	5.26E-08	2322.803946	2.35E-10
	1237.219901	150.7198436	14.39734001	3.90E-08	2169.964835	2.59E-10
	1239.733976	218.763292	11.02068641	4.75E-08	2410.921639	2.17E-10
	1242.130237	218.61479	11.01427256	4.72E-08	2407.882882	2.16E-10
	1245.150588	157.2679132	13.55568213	4.10E-08	2131.873841	2.61E-10
	1247.356255	222.903348	10.85970164	4.77E-08	2420.663853	2.14E-10
	1250.30723	220.58643	10.13933775	4.77E-08	2236.600316	2.16E-10
	1253.21807	181.3618714	12.81490173	4.29E-08	2324.13456	2.37E-10
	1255.902756	197.4284166	11.91278388	4.50E-08	2351.922058	2.28E-10
	1258.203367	182.7611078	12.76693228	4.26E-08	2333.298686	2.33E-10
	1261.03228	274.014782	8.93548443	5.24E-08	2448.454818	1.91E-10
	1263.651749	242.64204	9.508272362	4.99E-08	2307.106603	2.06E-10
	1271.662885	257.045774	8.447076451	5.69E-08	2171.285304	2.21E-10
	1274.584505	221.244812	9.94776203	4.75E-08	2200.89074	2.15E-10
	1277.653044	236.016818	11.49829411	4.79E-08	2713.790789	2.03E-10
	1279.456366	187.0627158	13.3764484	4.23E-08	2502.234766	2.26E-10
	1282.018771	204.151882	10.8522625	4.45E-08	2215.509814	2.18E-10
	1283.17188	219.076044	10.58528047	4.62E-08	2318.981369	2.11E-10
	1286.219114	204.044148	11.55551501	5.15E-08	2357.835214	2.52E-10
	1289.38582	288.520904	9.142186766	5.20E-08	2637.71199	1.80E-10
	1294.239647	225.99018	10.67444193	4.79E-08	2412.319053	2.12E-10
	1295.776509	212.588846	12.79398091	4.50E-08	2719.857637	2.12E-10
	1299.490216	224.368882	12.08958852	4.60E-08	2712.527459	2.05E-10
	1302.642481	194.0632162	12.94631636	4.29E-08	2512.40379	2.21E-10
	1303.537251	224.903198	11.95008946	4.74E-08	2687.613336	2.11E-10
	1306.32645	202.361564	13.16399129	4.41E-08	2663.885867	2.18E-10
	1307.367009	258.93717	9.823633179	5.16E-08	2543.703774	1.99E-10
	1310.21289	223.068396	11.69367605	4.71E-08	2608.489559	2.11E-10
	1311.726591	202.915184	12.42897668	4.46E-08	2522.02809	2.20E-10
	1314.241268	230.042822	11.46017063	4.78E-08	2636.329993	2.08E-10
	1315.101897	267.435176	9.761785957	6.54E-08	2610.644945	2.44E-10
	1318.065549	278.873918	9.27981273	5.06E-08	2587.897734	1.81E-10
	1319.442238	292.444412	8.637286604	5.16E-08	2525.926202	1.77E-10
	1322.617139	170.1081098	14.10012592	4.09E-08	2398.545768	2.41E-10
	1325.792767	190.2950224	13.29819833	4.22E-08	2530.58095	2.22E-10
	1329.283065	217.945266	11.27307642	4.39E-08	2456.913639	2.01E-10
	1330.060287	278.678558	9.400826634	4.74E-08	2619.80881	1.70E-10
	1336.199658	274.67716	9.263852172	6.25E-08	2544.568605	2.28E-10
	1338.052452	235.30219	11.52855413	5.70E-08	2712.694034	2.42E-10
	1340.762044	183.6749954	13.26839597	4.92E-08	2437.072568	2.68E-10
	1342.041183	214.496256	12.8288831	4.45E-08	2751.747394	2.07E-10
	1344.831406	214.001042	12.87109994	4.38E-08	2754.4288	2.05E-10
	1345.651499	283.086736	9.646020541	4.94E-08	2730.66047	1.75E-10
	1349.103722	199.920846	13.12351119	4.27E-08	2623.66346	2.14E-10
	1353.514087	259.50673	9.883239895	4.86E-08	2564.767267	1.87E-10
	1356.810913	252.678884	9.168640038	5.17E-08	2316.721733	2.04E-10
	1358.255336	213.242758	11.06420827	5.19E-08	2359.362287	2.44E-10
	1361.063945	190.3125532	12.74277093	4.04E-08	2425.10927	2.12E-10
	1362.217989	231.292494	10.1745561	4.50E-08	2353.298455	1.94E-10
	1366.694177	182.2300206	13.61264961	3.92E-08	2480.633418	2.15E-10
	1368.643643	243.16923	9.891076666	5.27E-08	2405.205497	2.17E-10
	1369.344814	295.7366	8.032612569	4.95E-08	2375.53753	1.67E-10
	1372.420934	227.8271	11.19126453	4.47E-08	2549.673343	1.96E-10
	1375.29515	212.20568	11.28833198	4.24E-08	2395.448164	2.00E-10
	1377.611427	218.575832	11.40681882	4.32E-08	2493.254914	1.98E-10
	1380.123645	251.344624	9.721645177	4.67E-08	2443.483252	1.86E-10
	1382.818658	231.687536	11.16757278	4.42E-08	2587.387421	1.91E-10
	1389.338292	200.62469	12.25408434	4.07E-08	2458.471871	2.03E-10
	1392.73385	185.8630256	13.53548413	3.91E-08	2515.746033	2.10E-10
	1404.789252	190.8708806	12.62970032	4.61E-08	2410.642021	2.41E-10
	1407.026664	237.569144	11.16475334	4.55E-08	2652.400895	1.91E-10
	1409.310363	289.357348	8.616977941	5.46E-08	2493.385885	1.89E-10
	1415.53787	195.4545312	13.51518966	4.18E-08	2641.60506	2.14E-10
	1418.404242	169.6577904	15.12834865	3.81E-08	2566.642204	2.24E-10
	1421.02166	183.5957196	14.27991329	3.94E-08	2621.730956	2.15E-10
	1425.608726	265.208294	9.553820891	4.79E-08	2533.75254	1.81E-10
	1432.054637	181.2940818	14.29380508	4.45E-08	2591.382268	2.45E-10
	1439.578521	229.61665	11.28134655	5.22E-08	2590.385002	2.27E-10
	1448.147233	227.8271	11.19126453	4.47E-08	2549.673343	1.96E-10
	1451.021449	212.20568	11.28833198	4.24E-08	2395.448164	2.00E-10
	1453.337725	218.575832	11.40681882	4.32E-08	2493.254914	1.98E-10
	1455.849944	251.344624	9.721645177	4.67E-08	2443.483252	1.86E-10
	1458.544957	231.687536	11.16757278	4.42E-08	2587.387421	1.91E-10
	1461.345423	248.09511	9.276874776	4.44E-08	2301.547268	1.79E-10
	1465.06459	200.62469	12.25408434	4.07E-08	2458.471871	2.03E-10
	1468.460149	185.8630256	13.53548413	3.91E-08	2515.746033	2.10E-10
	1471.453228	242.460066	9.360040108	4.60E-08	2269.435942	1.90E-10
	1474.703417	195.9096822	12.84294295	4.72E-08	2516.056872	2.41E-10
	1476.577917	262.713096	8.942991256	4.65E-08	2349.44092	1.77E-10
	1480.515551	190.8708806	12.62970032	4.61E-08	2410.642021	2.41E-10
	1482.752963	237.569144	11.16475334	4.55E-08	2652.400895	1.91E-10
	1485.036661	289.357348	8.616977941	5.46E-08	2493.385885	1.89E-10
	1491.264169	195.4545312	13.51518966	4.18E-08	2641.60506	2.14E-10
	1494.130541	169.6577904	15.12834865	3.81E-08	2566.642204	2.24E-10
	1496.747958	183.5957196	14.27991329	3.94E-08	2621.730956	2.15E-10
	1501.335024	265.208294	9.553820891	4.79E-08	2533.75254	1.81E-10
	1507.780936	181.2940818	14.29380508	4.45E-08	2591.382268	2.45E-10
	1510.343314	193.9055704	13.13838965	4.77E-08	2547.606939	2.46E-10
	1513.234094	177.6961804	14.25867673	4.56E-08	2533.712392	2.57E-10
	1515.30482	229.61665	11.28134655	5.22E-08	2590.385002	2.27E-10
